Time,A0
8903,531
8913,533
8924,531
8934,531
8944,533
8955,531
8966,530
8976,532
8986,532
8997,532
9008,532
9018,530
9028,533
9038,533
9050,532
9060,533
9070,532
9080,532
9092,533
9102,532
9112,533
9122,533
9134,531
9144,534
9154,532
9164,533
9175,532
9186,532
9196,534
9206,532
9217,531
9228,534
9238,533
9248,532
9259,534
9269,533
9280,534
9290,535
9300,533
9311,533
9322,533
9332,532
9342,535
9353,533
9363,533
9374,534
9384,533
9395,534
9405,533
9416,533
9426,535
9437,534
9447,534
9457,534
9468,533
9479,534
9489,535
9499,533
9510,535
9521,534
9531,534
9541,534
9551,534
9563,534
9573,534
9583,534
9593,536
9605,535
9615,533
9625,535
9635,534
9646,535
9657,535
9667,534
9677,535
9688,535
9699,533
9709,536
9719,536
9730,534
9740,536
9751,534
9761,536
9772,535
9782,534
9793,536
9803,536
9814,535
9824,535
9834,535
9845,536
9856,535
9866,534
9876,537
9887,535
9897,536
9908,535
9918,536
9929,536
9939,536
9950,535
9960,537
9970,536
9981,536
9992,537
10002,535
10012,536
10023,536
10034,535
10044,536
10054,538
10065,535
10076,538
10086,537
10097,537
10107,537
10118,535
10128,536
10139,536
10149,535
10160,538
10170,537
10181,536
10191,537
10202,537
10213,538
10223,537
10233,535
10244,537
10255,537
10265,535
10275,538
10286,537
10297,537
10307,538
10317,537
10328,538
10339,538
10349,537
10359,539
10371,537
10381,537
10391,538
10401,537
10413,537
10423,539
10433,536
10443,539
10455,538
10465,536
10475,539
10486,537
10497,538
10507,539
10517,538
10528,537
10539,538
10549,538
10559,539
10570,538
10580,537
10591,538
10602,537
10612,539
10622,539
10633,537
10644,539
10654,538
10665,537
10677,539
10688,538
10700,538
10712,539
10723,539
10734,537
10745,539
10757,539
10769,538
10780,538
10791,539
10803,539
10814,538
10825,540
10838,539
10849,538
10860,540
10871,539
10883,538
10894,539
10906,539
10917,538
10929,539
10940,539
10951,539
10962,538
10975,540
10986,541
10997,538
11009,541
11020,540
11031,539
11043,540
11055,540
11066,539
11077,541
11088,539
11101,540
11112,540
11123,540
11134,540
11146,540
11157,541
11169,540
11181,539
11192,542
11203,540
11214,539
11226,541
11238,540
11249,539
11260,540
11272,540
11283,540
11294,541
11307,542
11318,540
11329,541
11340,541
11352,540
11363,541
11375,542
11386,540
11398,539
11409,542
11420,541
11432,539
11444,541
11455,541
11466,540
11478,541
11489,543
11501,540
11512,541
11524,542
11535,541
11546,540
11557,543
11570,541
11581,540
11592,542
11603,541
11615,541
11626,543
11638,541
11650,541
11661,542
11672,542
11683,541
11695,541
11707,542
11718,541
11729,541
11741,542
11752,542
11763,540
11776,542
11787,542
11798,541
11809,542
11821,542
11833,542
11844,542
11855,543
11867,542
11878,542
11889,542
11901,542
11913,541
11924,543
11935,542
11947,541
11958,543
11970,543
11981,542
11993,543
12004,542
12015,542
12026,543
12039,543
12050,542
12061,543
12072,543
12084,543
12095,542
12107,544
12119,543
12130,541
12141,544
12152,544
12165,542
12176,544
12187,544
12198,543
12210,543
12221,544
12233,543
12244,543
12256,544
12267,544
12278,541
12290,543
12302,543
12313,542
12324,544
12336,543
12347,542
12358,545
12370,543
12382,543
12393,544
12404,544
12416,542
12427,544
12439,543
12450,543
12462,543
12473,543
12484,544
12495,543
12508,545
12519,544
12530,543
12541,545
12553,545
12565,543
12576,544
12588,543
12599,543
12610,544
12621,544
12634,544
12645,544
12656,544
12667,544
12679,543
12690,545
12702,545
12713,543
12725,545
12736,543
12747,543
12759,544
12771,544
12782,543
12793,545
12805,544
12816,544
12827,544
12839,545
12851,544
12862,543
12873,545
12884,544
12897,543
12908,545
12919,544
12931,544
12942,545
12953,545
12965,544
12977,544
12988,545
12999,543
13010,544
13022,545
13034,544
13045,543
13057,545
13068,544
13079,543
13090,544
13103,545
13114,543
13125,546
13136,545
13148,544
13159,545
13171,545
13182,545
13194,544
13205,545
13216,545
13228,544
13240,544
13251,545
13262,544
13274,544
13285,544
13297,544
13308,544
13320,544
13331,544
13342,544
13353,544
13366,544
13377,543
13388,543
13400,544
13411,543
13422,543
13434,543
13446,543
13457,543
13468,542
13479,542
13491,542
13503,542
13514,542
13526,541
13537,541
13548,541
13559,541
13572,541
13583,540
13594,540
13605,540
13617,540
13629,540
13640,540
13651,539
13663,539
13674,539
13685,539
13698,539
13709,539
13720,538
13731,538
13743,538
13754,538
13766,538
13777,538
13789,537
13800,537
13811,537
13822,537
13835,537
13846,537
13857,536
13869,537
13880,536
13891,536
13903,536
13915,536
13926,536
13937,535
13948,535
13960,535
13972,535
13983,535
13995,535
14006,534
14017,534
14029,534
14041,534
14052,534
14063,534
14074,534
14086,534
14098,533
14109,533
14120,533
14132,533
14143,533
14154,533
14167,533
14178,532
14189,532
14200,532
14212,532
14223,532
14235,532
14246,532
14258,532
14269,532
14280,531
14291,531
14304,531
14315,531
14326,531
14338,531
14349,531
14361,530
14372,531
14384,531
14395,530
14406,530
14417,530
14430,530
14441,530
14452,530
14464,530
14475,529
14486,529
14498,529
14510,529
14521,529
14532,529
14543,529
14555,529
14567,529
14578,528
14589,528
14601,528
14612,528
14623,528
14636,528
14647,528
14658,528
14669,528
14681,528
14692,527
14704,527
14715,527
14727,527
14738,527
14749,527
14761,527
14773,527
14784,527
14795,527
14807,526
14818,526
14830,526
14841,526
14853,526
14864,526
14875,526
14886,526
14899,525
14910,525
14921,525
14932,525
14944,525
14955,525
14967,525
14979,525
14990,525
15001,525
15012,524
15024,524
15036,524
15047,524
15058,524
15070,524
15081,524
15093,524
15105,523
15116,524
15127,523
15138,523
15150,523
15162,523
15173,523
15184,523
15196,523
15207,523
15218,523
15230,523
15242,522
15253,522
15264,522
15276,522
15287,522
15299,522
15310,522
15322,522
15333,522
15344,521
15355,521
15368,521
15379,521
15390,521
15401,521
15413,521
15424,521
15436,521
15448,521
15459,521
15470,521
15481,521
15494,520
15505,520
15516,520
15527,520
15539,520
15550,520
15562,520
15574,520
15585,520
15596,520
15607,519
15619,520
15631,519
15642,519
15653,519
15665,519
15676,519
15687,519
15699,519
15711,519
15722,519
15733,519
15745,519
15756,518
15768,518
15779,518
15791,518
15802,518
15813,518
15825,518
15837,518
15848,518
15859,518
15870,518
15882,518
15894,518
15905,517
15917,517
15928,517
15939,517
15950,517
15963,517
15974,517
15985,517
15996,517
16008,517
16019,516
16031,516
16043,516
16054,516
16065,516
16076,516
16088,516
16100,516
16111,516
16122,516
16134,516
16145,516
16156,516
16168,516
16180,515
16191,515
16202,515
16214,515
16226,515
16237,515
16248,515
16260,515
16271,515
16282,515
16294,515
16306,514
16317,514
16328,514
16339,514
16351,514
16363,514
16374,514
16386,514
16397,514
16408,514
16419,513
16432,514
16443,513
16454,514
16465,514
16477,513
16488,513
16500,513
16512,513
16523,513
16534,513
16545,513
16558,513
16569,513
16580,513
16591,513
16603,513
16614,513
16626,512
16637,512
16649,512
16660,512
16671,512
16683,512
16695,512
16706,512
16717,512
16729,512
16740,512
16751,512
16763,511
16775,511
16786,511
16797,511
16808,511
16820,512
16832,511
16843,511
16855,511
16866,511
16877,511
16888,511
16901,511
16912,511
16923,511
16934,511
16946,511
16958,510
16969,510
16980,510
16992,510
17003,510
17014,510
17027,510
17038,510
17049,510
17060,510
17072,510
17083,510
17095,510
17106,510
17118,510
17129,510
17140,509
17152,509
17164,509
17175,509
17186,509
17198,509
17209,509
17220,509
17232,509
17244,509
17255,509
17266,509
17277,509
17290,509
17301,508
17312,508
17324,508
17335,508
17346,508
17358,508
17370,508
17381,508
17392,508
17403,508
17415,508
17427,508
17438,508
17449,508
17461,508
17472,508
17483,508
17496,507
17507,507
17518,507
17529,507
17541,507
17552,507
17564,507
17575,507
17587,507
17598,507
17609,507
17620,507
17633,507
17644,507
17655,507
17667,507
17678,507
17690,506
17701,506
17713,506
17724,506
17735,506
17746,506
17759,507
17770,506
17781,506
17793,506
17804,506
17815,506
17827,506
17839,506
17850,506
17861,506
17872,506
17884,506
17896,506
17907,505
17918,506
17930,505
17941,505
17952,505
17965,505
17976,505
17987,505
17998,505
18010,505
18022,505
18033,505
18044,505
18056,505
18067,505
18078,505
18091,505
18102,505
18113,504
18124,504
18136,504
18147,504
18159,504
18170,504
18182,504
18193,504
18204,504
18215,504
18228,504
18239,504
18250,504
18262,504
18273,504
18284,504
18296,504
18308,503
18319,503
18330,504
18341,503
18353,503
18365,504
18376,503
18387,503
18399,503
18410,503
18422,503
18434,503
18445,503
18456,503
18467,503
18479,503
18491,503
18502,503
18513,503
18525,503
18536,503
18547,503
18560,503
18571,502
18582,503
18593,502
18605,502
18616,502
18628,502
18639,502
18651,502
18662,502
18673,502
18684,502
18697,502
18708,502
18719,502
18731,502
18742,502
18754,502
18765,502
18777,502
18788,502
18799,501
18810,502
18823,501
18834,501
18845,501
18856,501
18868,501
18879,501
18891,501
18903,501
18914,501
18925,501
18936,501
18948,501
18960,501
18971,501
18982,501
18994,501
19005,500
19016,501
19028,501
19040,500
19051,500
19062,500
19074,501
19085,500
19097,500
19108,500
19120,500
19131,500
19142,500
19154,500
19166,500
19177,500
19188,500
19200,500
19211,500
19223,500
19234,499
19246,500
19257,499
19268,499
19279,499
19292,499
19303,499
19314,500
19325,499
19337,499
19348,499
19360,499
19372,499
19383,499
19394,499
19405,499
19417,499
19429,499
19440,499
19451,499
19463,498
19474,499
19486,499
19497,498
19509,499
19520,498
19531,499
19543,498
19555,498
19566,498
19577,498
19589,498
19600,498
19611,498
19623,498
19635,498
19646,498
19657,498
19668,498
19680,498
19692,498
19703,498
19715,498
19726,498
19737,498
19748,498
19761,498
19772,498
19783,498
19794,498
19806,497
19817,497
19829,498
19841,497
19852,497
19863,498
19874,497
19887,497
19898,498
19909,497
19920,497
19932,497
19943,497
19955,497
19966,497
19978,497
19989,498
20000,497
20012,497
20024,497
20035,497
20046,497
20058,497
20069,497
20080,497
20092,497
20104,497
20115,497
20126,497
20137,497
20149,497
20161,497
20172,496
20184,497
20195,497
20206,496
20218,497
20230,496
20241,496
20252,496
20263,496
20275,496
20287,496
20298,496
20310,496
20321,496
20332,496
20343,496
20356,496
20367,496
20378,496
20389,496
20401,496
20412,496
20424,496
20435,496
20447,496
20458,496
20469,496
20481,496
20493,496
20504,496
20515,496
20527,496
20538,495
20549,495
20561,495
20573,495
20584,496
20595,495
20606,496
20619,495
20630,495
20641,495
20653,495
20664,495
20675,495
20687,495
20699,495
20710,495
20721,495
20732,495
20744,495
20756,495
20767,495
20779,495
20790,495
20801,495
20812,495
20825,495
20836,494
20847,495
20858,495
20870,495
20881,494
20893,494
20904,494
20916,494
20927,495
20938,494
20951,494
20962,494
20973,494
20984,494
20996,494
21007,494
21019,494
21030,494
21042,494
21053,494
21064,494
21075,494
21088,494
21099,494
21110,494
21122,494
21133,494
21144,494
21156,494
21168,494
21179,494
21190,494
21201,493
21213,494
21225,493
21236,494
21248,494
21259,493
21270,493
21281,493
21294,494
21305,493
21316,493
21327,493
21339,493
21351,493
21362,493
21373,493
21385,493
21396,493
21407,494
21420,493
21431,493
21442,493
21453,493
21465,493
21476,493
21488,493
21499,493
21511,493
21522,493
21533,493
21544,493
21557,493
21568,493
21579,493
21591,493
21602,493
21613,493
21625,493
21637,493
21648,493
21659,493
21670,493
21683,492
21694,493
21705,492
21716,492
21728,492
21739,493
21751,492
21763,492
21774,492
21785,492
21796,492
21808,492
21820,492
21831,492
21842,492
21854,492
21865,492
21876,492
21889,492
21900,492
21911,492
21922,492
21934,492
21945,492
21957,492
21968,492
21980,492
21991,492
22002,492
22013,492
22026,492
22037,492
22048,492
22060,492
22071,492
22083,492
22094,492
22106,492
22117,492
22128,492
22139,492
22152,491
22163,491
22174,492
22185,491
22197,491
22208,491
22220,491
22232,491
22243,491
22254,491
22265,491
22277,491
22289,491
22300,491
22311,491
22323,491
22334,491
22345,491
22358,491
22369,491
22380,491
22391,491
22403,491
22415,491
22426,491
22437,491
22449,491
22460,491
22471,491
22483,490
22495,491
22506,490
22517,490
22529,490
22540,491
22552,490
22563,490
22575,490
22586,490
22597,490
22608,490
22621,490
22632,490
22643,490
22654,490
22666,490
22677,490
22689,490
22701,490
22712,490
22723,491
22734,490
22746,490
22758,490
22769,490
22780,490
22792,490
22803,490
22815,490
22827,490
22838,490
22849,489
22860,489
22872,489
22884,489
22895,489
22906,489
22918,490
22929,489
22940,489
22952,489
22964,489
22975,489
22986,489
22998,489
23009,489
23021,489
23032,489
23044,489
23055,489
23066,489
23077,489
23090,489
23101,489
23112,489
23123,489
23135,489
23147,489
23158,489
23170,488
23181,488
23192,489
23203,488
23216,488
23227,489
23238,488
23249,488
23261,488
23272,488
23284,488
23296,488
23307,488
23318,488
23329,488
23341,488
23353,488
23364,488
23375,488
23387,488
23398,488
23409,488
23421,488
23433,488
23444,488
23455,488
23467,488
23478,488
23490,488
23501,488
23513,488
23524,488
23535,488
23547,488
23559,488
23570,488
23581,488
23592,488
23604,488
23616,488
23627,488
23639,488
23650,487
23661,488
23672,488
23685,487
23696,487
23707,487
23718,487
23730,487
23741,487
23753,487
23764,487
23776,487
23787,487
23798,487
23810,487
23822,487
23833,487
23844,487
23856,487
23867,487
23879,487
23890,487
23902,487
23913,487
23924,487
23936,487
23948,487
23959,487
23970,487
23982,487
23993,487
24004,487
24016,487
24028,487
24039,487
24050,487
24061,487
24073,487
24085,486
24096,487
24108,487
24119,486
24130,486
24141,487
24154,487
24165,486
24176,486
24187,486
24199,486
24210,487
24222,486
24233,486
24245,486
24256,486
24267,486
24280,486
24291,486
24302,486
24313,486
24325,486
24336,486
24348,486
24359,486
24371,486
24382,486
24393,486
24404,486
24417,486
24428,486
24439,486
24451,486
24462,486
24473,486
24485,486
24497,486
24508,486
24519,486
24530,486
24542,486
24554,486
24565,486
24577,486
24588,486
24599,486
24611,486
24623,486
24634,486
24645,486
24656,486
24668,486
24680,486
24691,486
24702,486
24714,486
24725,486
24736,486
24749,486
24760,486
24771,486
24782,485
24794,486
24805,485
24817,485
24828,485
24840,486
24851,485
24862,485
24873,485
24886,485
24897,485
24908,485
24920,485
24931,485
24942,485
24954,485
24966,485
24977,485
24988,485
24999,485
25012,485
25023,485
25034,485
25046,485
25057,485
25068,485
25080,485
25092,485
25103,485
25114,485
25125,485
25137,485
25149,485
25160,485
25171,485
25183,485
25194,485
25205,485
25218,485
25229,485
25240,485
25251,485
25263,485
25274,485
25286,485
25297,485
25309,485
25320,485
25331,485
25344,485
25355,485
25366,485
25377,485
25389,485
25400,485
25412,485
25423,485
25435,485
25446,484
25457,485
25468,485
25481,485
25492,485
25503,485
25515,485
25526,484
25537,485
25549,484
25561,484
25572,485
25583,484
25594,484
25606,484
25618,484
25629,484
25640,484
25652,484
25663,484
25674,484
25687,484
25698,484
25709,484
25720,484
25732,484
25744,484
25755,484
25766,484
25778,484
25789,484
25800,484
25812,484
25824,484
25835,484
25846,484
25858,484
25869,484
25881,484
25892,484
25904,484
25915,484
25926,484
25937,484
25950,484
25961,484
25972,484
25984,484
25995,485
26006,484
26018,484
26030,484
26041,484
26052,484
26063,484
26076,484
26087,484
26098,484
26109,484
26121,484
26132,484
26144,484
26156,484
26167,484
26178,484
26189,484
26201,484
26213,484
26224,484
26235,484
26247,484
26258,484
26269,484
26281,483
26293,484
26304,483
26315,483
26327,483
26338,484
26350,483
26361,483
26373,483
26384,483
26395,483
26406,483
26419,483
26430,483
26441,484
26452,483
26464,483
26476,484
26487,483
26499,483
26510,483
26521,483
26532,483
26545,483
26556,483
26567,483
26578,483
26590,483
26601,483
26613,483
26625,483
26636,483
26647,483
26658,483
26670,483
26682,483
26693,483
26704,483
26716,483
26727,483
26738,483
26750,483
26762,483
26773,483
26784,483
26796,483
26808,483
26819,483
26830,483
26842,483
26853,483
26864,483
26876,483
26888,483
26899,483
26910,483
26921,483
26933,483
26945,483
26956,483
26968,483
26979,483
26990,483
27001,483
27014,482
27025,483
27036,483
27047,483
27059,482
27070,483
27082,483
27094,483
27105,483
27116,482
27127,483
27139,483
27151,483
27162,482
27173,482
27185,483
27196,483
27208,482
27219,482
27231,483
27242,482
27253,483
27265,482
27277,483
27288,482
27299,482
27311,482
27322,482
27333,482
27345,482
27357,482
27368,482
27379,482
27390,482
27402,483
27414,482
27425,483
27437,482
27448,482
27459,482
27470,482
27483,482
27494,482
27505,482
27516,482
27528,482
27540,482
27551,482
27563,482
27574,482
27585,482
27596,482
27609,482
27620,482
27631,482
27642,482
27654,482
27665,482
27677,482
27688,482
27700,482
27711,482
27722,482
27734,482
27746,482
27757,482
27768,482
27780,482
27791,482
27802,482
27814,482
27826,482
27837,482
27848,482
27859,482
27871,483
27883,482
27894,482
27906,482
27917,482
27928,482
27940,482
27952,482
27963,481
27974,481
27985,482
27997,481
28009,481
28020,482
28032,481
28043,481
28054,482
28065,481
28078,481
28089,482
28100,482
28111,481
28123,481
28134,482
28146,481
28157,481
28169,481
28180,481
28191,481
28203,481
28215,481
28226,481
28237,481
28249,481
28260,481
28272,481
28283,481
28295,481
28306,481
28317,481
28328,481
28341,481
28352,481
28363,481
28375,481
28386,481
28397,481
28409,481
28421,481
28432,481
28443,481
28454,481
28466,481
28478,481
28489,481
28500,481
28512,481
28523,481
28534,481
28547,481
28558,481
28569,481
28580,481
28592,480
28603,481
28615,481
28626,481
28638,481
28649,481
28660,480
28673,481
28684,481
28695,481
28706,481
28718,481
28729,480
28741,481
28752,481
28764,480
28775,480
28786,481
28797,481
28810,480
28821,481
28832,480
28844,480
28855,480
28866,481
28878,480
28890,481
28901,480
28912,480
28923,480
28935,480
28947,480
28958,480
28969,480
28981,480
28992,480
29004,480
29016,480
29027,480
29038,480
29049,480
29061,480
29073,480
29084,480
29095,480
29107,480
29118,480
29129,480
29142,480
29153,480
29164,480
29175,480
29187,480
29198,480
29210,480
29221,480
29233,480
29244,480
29255,480
29266,480
29279,480
29290,480
29301,480
29313,480
29324,480
29335,480
29347,480
29359,480
29370,480
29381,480
29392,480
29405,480
29416,480
29427,480
29438,480
29450,480
29461,480
29473,480
29485,480
29496,480
29507,480
29518,480
29530,480
29542,480
29553,480
29564,480
29576,480
29587,480
29598,480
29611,480
29622,480
29633,480
29644,480
29656,480
29667,480
29679,480
29690,480
29702,480
29713,480
29724,480
29736,480
29748,480
29759,480
29770,480
29782,479
29793,480
29805,480
29816,480
29828,479
29839,480
29850,480
29861,480
29874,480
29885,480
29896,479
29907,479
29919,480
29930,479
29942,479
29954,480
29965,479
29976,479
29987,479
29999,479
30011,479
30022,479
30033,479
30045,479
30056,479
30067,480
30080,479
30091,479
30102,479
30113,479
30125,479
30137,479
30148,479
30159,479
30171,479
30182,479
30193,479
30205,480
30217,479
30228,479
30239,479
30251,479
30262,479
30274,479
30285,479
30297,479
30308,479
30319,479
30330,479
30343,479
30354,479
30365,479
30376,479
30388,479
30399,479
30411,479
30423,479
30434,479
30445,479
30456,479
30469,479
30480,479
30491,479
30502,479
30514,479
30525,479
30537,479
30548,479
30560,479
30571,479
30582,480
30594,479
30606,479
30617,479
30628,479
30640,479
30651,479
30662,479
30674,479
30686,479
30697,479
30708,479
30720,479
30731,479
30743,479
30754,479
30766,479
30777,479
30788,479
30799,479
30812,479
30823,479
30834,479
30845,479
30857,479
30869,479
30880,479
30892,479
30903,479
30914,479
30925,479
30938,479
30949,479
30960,479
30971,479
30983,479
30994,479
31006,479
31017,479
31029,479
31040,479
31051,479
31063,479
31075,478
31086,479
31097,479
31109,479
31120,479
31131,479
31143,479
31155,478
31166,479
31177,479
31188,479
31201,479
31212,478
